title,url,date,summary,MediaAgency,title_english,summary_english,tags
Robert De Niro Daughter Came Out As Transgender Godfather Star Reacts 1.10554654,https://www.mathrubhumi.com/lifestyle/news/robert-de-niro-daughter-came-out-as-transgender-godfather-star-reacts-1.10554654,01-05-2025,ഗോഡ്‍ഫാദർ ചിത്രങ്ങളടക്കം ഒട്ടേറെ സിനിമകളിലൂടെ സുപരിചിതനായ ഹോളിവുഡ് താരമാണ് റോബർട്ട് ഡി നീറോ. രണ്ടുവർഷങ്ങൾക്ക് മുമ്പ് 79-ാം വയസിലാണ് താൻ ഏഴാമത്തെ കുഞ്ഞിന്റെ അച്ഛനായ വിവരം അദ്ദേഹം വെളിപ്പെടുത്തിയത്. ഇപ്പോഴിതാ താനൊരു ട്രാൻസ്‌ജെൻഡറാണെന്ന തുറന്നുപറച്ചിൽ,Mathrubhumi,Robert De Niro Daughter Came Out As Transgender Godfather Star Reacts 1.10554654,Robert Darter is the Hollywood stars that have many films including Godfather.Two years ago he revealed the Wide of the seventh child in the 79th.Opening of that he was a transgender,"{'pers': ['Robert Darter', 'Robert De Niro'], 'locs': ['California, 90028, United States'], 'miscs': ['Godfather'], 'events': []}"
Man Arrested With Mdma Kozhikode City 1.10554657,https://www.mathrubhumi.com/crime/news/man-arrested-with-mdma-kozhikode-city-1.10554657,01-05-2025,കോഴിക്കോട്: സ്വകാര്യ ലോഡ്ജിൽ മുറിയെടുത്ത് മയക്കുമരുന്ന് വിൽപ്പന നടത്തിയ യുവാവ് പിടിയിൽ. മലപ്പുറം എടവണ്ണപ്പാറ ചോലയിൽ ഹൗസിൽ കെ. മുബഷീറി(33)നെയാണ് ഗോവിന്ദപുരത്തെ സ്വകാര്യ ലോഡ്ജിൽനിന്ന് നാർക്കോട്ടിക് സെൽ ചുമതലയുള്ള അസിസ്റ്റന്റ് കമ്മീഷണർ,Mathrubhumi,Man Arrested With Mdma Kozhikode City 1.10554657,The youth of the Kozhikode private lodge was arrested in the private lodge.Malappuram is a town in the House.The Assistant Commissioner of Assistant Commissioner in charge of Narcotic Cell from Mubashiri 33,"{'orgs': ['Na', 'Cell'], 'locs': ['Kerala, 673001, India'], 'events': []}"
Three Year Old Dies In Kannur Road Accident 1.10554650,https://www.mathrubhumi.com/news/kerala/three-year-old-dies-in-kannur-road-accident-1.10554650,01-05-2025,കണ്ണൂർ: പയ്യാവൂരിൽ റോഡരികിലൂടെ നടന്നുപോവുകയായിരുന്ന മൂന്നുവയസ്സുകാരി കാറിടിച്ച് മരിച്ചു. ഒറവക്കുഴിയിൽ നോറയാണ് മരിച്ചത്. കുട്ടിയുടെ മുത്തശ്ശിയെ പരിക്കുകളോടെ ആശുപത്രിയിൽ പ്രവേശിപ്പിച്ചു.  വ്യാഴാഴ്ച വൈകുന്നേരമാണ് പയ്യാവൂർ ചമതച്ചാലിൽ അപകടമുണ്ടായത്.,Mathrubhumi,Three Year Old Dies In Kannur Road Accident 1.10554650,"Three-old girl, who was walking in the roadside of Kannur, is killed in the roadside of Payakur.Nora is died in the orav.The child's grandmother was taken to hospital with injuries.The accident occurred on Thursday evening onwards.","{'locs': ['Kannur, Kerala, India', 'Kerala, 673006, India'], 'events': ['accident']}"
Alankode Leelakrishnan Padmaprabha Literary Award Response 1.10552441,https://www.mathrubhumi.com/literature/news/alankode-leelakrishnan-padmaprabha-literary-award-response-1.10552441,30-04-2025,കോഴിക്കോട്: കവി എന്ന നിലയിൽ തനിക്ക് ലഭിച്ച വലിയ പുരസ്‌കാരങ്ങളിലൊന്നാണ് പദ്മപ്രഭാപുരസ്‌കാരമെന്ന് ആലങ്കോട് ലീലാകൃഷ്ണൻ. വലിയ അനുഗ്രഹം പോലെയുള്ള അംഗീകാരമായിട്ടാണ് പദ്മപ്രഭാപുരസ്‌കാരത്തെ കാണുന്നതെന്ന് അദ്ദേഹം പറഞ്ഞു. തനിക്ക് ഗുരുസ്ഥാനീയനും ജ്യേഷ്ഠസ്ഥാനീയനും,Mathrubhumi,ALANKODE LEELAKRISHNAN PADMAPRABHA LITERARY AWARD RESPONSE 1.10552441,Leelakrishnan says Padmaprabha is one of the biggest awards as the Kozhikka poet.He said he saw the Padmadabha Aushana as a great blessing.He is a Gurest and my lifeer,"{'orgs': ['AL', 'LDM'], 'pers': ['Leelakrishn'], 'miscs': ['Gurest', 'Padmaprabha', 'Kozhikka', 'Padmadabha'], 'events': []}"
Ib Officer Death Kerala Accused Sukanth Parents 1.10552446,https://www.mathrubhumi.com/crime/news/ib-officer-death-kerala-accused-sukanth-parents-1.10552446,30-04-2025,"തൃശ്ശൂർ:  ഐബി ഉദ്യോഗസ്ഥയുടെ മരണത്തിൽ പ്രതിയായ സുകാന്ത് സുരേഷിന്റെ മാതാപിതാക്കൾ ചാവക്കാട് പൊലിസ് സ്റ്റേഷനിൽ ഹാജരായി. എടപ്പാൾ സ്വദേശി സുരേഷ്, ഗീത എന്നിവരാണ് ഹാജരായത്. പേട്ടയിൽ നിന്നുള്ള പോലീസ് സംഘം ഇരുവരുടെയും മൊഴിയെടുക്കാൻ തൃശൂരിലേക്ക് പുറപ്പെട്ടു. നിലവിലെ",Mathrubhumi,Ib Officer Death Kerala Accused Sukanth Parents 1.10552446,Sukant Suresh's parents were accused in the death of Thrissur Iibi officer.Suresh and Gita from Etappal are also present.The police team from Pettah went out to Thrissur to take the statement to others.Current,"{'locs': ['Kerala, India', 'Kerala, 682038, India', 'Kerala, 680001, India'], 'pers': ['Sukan', 'Gita', 'Suresh'], 'events': []}"
Kozhikode Teen Assaulted Arrested 1.10552455,https://www.mathrubhumi.com/crime/news/kozhikode-teen-assaulted-arrested-1.10552455,30-04-2025,കോഴിക്കോട്: ട്യൂഷൻ കഴിഞ്ഞ് വീട്ടിലേക്ക് മടങ്ങുകയായിരുന്ന 15 വയസ്സുകാരിക്കെതിരെ അതിക്രമം നടത്തിയ രണ്ട് ഇതര സംസ്ഥാന തൊഴിലാളികളെ കസബ പോലീസും ടൗൺ അസി. കമ്മിഷണർ അഷ്‌റഫ് ടി.കെ.യുടെ നേതൃത്വത്തിലുള്ള സിറ്റി ക്രൈം സക്വാഡും ചേർന്ന് പിടികൂടി. ബിഹാർ കിഷൻഗഞ്ച്,Mathrubhumi,Kozhikode Teen Assaulted Arrested 1.10552455,Kasaba Police and town of Kasaba Police and town of Kasaba Police were arrested for allegedly returning 15 years old after the Kozhikode tuition.The Commissioner Ashraf TK has also been seized by the city of Crime Sakvad.Bihar Kishangarh,"{'locs': ['Kerala, 673004, India', 'Kerala, 673001, India'], 'orgs': ['Kasaba Police'], 'pers': ['Ashraf TK'], 'events': []}"
Boost Nutrition Cooking Tips 1.10552259,https://www.mathrubhumi.com/food/news/boost-nutrition-cooking-tips-1.10552259,30-04-2025,ഏറെ അധ്വാനിച്ച് ഭക്ഷണമുണ്ടാക്കിയിട്ടും നിങ്ങൾ കഴിക്കുന്ന ഭക്ഷണത്തിൽ നിന്ന് ആവശ്യമായ പോഷകങ്ങൾ ശരീരത്തിലേക്ക് എത്തുന്നില്ലെങ്കിലോ. പഴങ്ങളിലേയും പച്ചക്കറികളിലേയും പോഷകങ്ങൾ പാചകത്തിലെ പിഴവുകൾ കാരണം ഇല്ലാതായേക്കാം. ഡയറ്റ് ഫോളോ ചെയ്യുന്നതിനൊപ്പം പാചകത്തിലും,Mathrubhumi,Boost Nutrition Cooking Tips 1.10552259,If you have made the most laborously and reaching the necessary nutrients from the food you eat.The nutrients of fruits and vegetables may be due to error in cooking.And in cooking with diet and cook,"{'orgs': ['Nutrition Cook'], 'events': []}"
India Airspace Ban Pak Flights Pahalgam Attack 1.10552485,https://www.mathrubhumi.com/news/india/india-airspace-ban-pak-flights-pahalgam-attack-1.10552485,30-04-2025,ന്യൂഡൽഹി:  പഹൽഗാം ഭീകരാക്രമണത്തിന്റെ പശ്ചാത്തലത്തിൽ ഇന്ത്യയും പാകിസ്താനും തമ്മിലുള്ള പ്രശ്‌നങ്ങൾ ഗുരുതരമാകുന്ന സാഹചര്യത്തിൽ  വ്യോമമേഖല അടച്ച് കടുത്ത നടപടിയുമായി ഇന്ത്യ. പാകിസ്താൻ എയർലൈൻസ് വിമാനങ്ങൾക്കും പാകിസ്താനിലേക്ക് സർവീസ് നടത്തുന്ന,Mathrubhumi,India Airspace Ban Pak Flights Pahalgam Attack 1.10552485,"India and Pakistan are serious in the context of the New Delhi Pahalgam in the context of the terrorist attacks, India with severe actions with severe actions.Pakistan Airlines also operate service to Pakistan","{'locs': ['India', 'Delhi, 110006, India', 'Pakistan'], 'orgs': ['Airspace Ban Pak Flight', 'Pahalgam'], 'events': ['terrorism']}"
Sreenath Bhasi Azadi Movie Release On 9 May 1.10549679,https://www.mathrubhumi.com/movies-music/news/sreenath-bhasi-azadi-movie-release-on-9-may-1.10549679,29-04-2025,"ശ്രീനാഥ് ഭാസി നായകനാകുന്ന 'ആസാദി' എന്ന ചിത്രം മേയ് ഒമ്പതിന് തിയേറ്ററുകളിലെത്തും. ജോ ജോർജ് സംവിധാനം ചെയ്യുന്ന ചിത്രത്തിൽ വാണി വിശ്വനാഥ്, രവീണാ രവി എന്നിവരാണ് മറ്റ് പ്രധാന വേഷങ്ങളിലെത്തുന്നത്. ലിറ്റിൽ ക്രൂ പ്രൊഡക്ഷൻസിന്റെ ബാനറിൽ ഫൈസൽ രാജയാണ്",Mathrubhumi,Sreenath Bhasi Azadi Movie Release On 9 May 1.10549679,The film 'Azadi' is the 'Azadi' in May to Nice.The other leading roles are the lead roles in the film directed by Joe George.Faisal Raja is the banner under the banner of Little Crew Productions,"{'pers': ['Sreenath Bhas', 'Joe Georgeal Raja', 'Azadzad'], 'orgs': ['Little Crew Productions'], 'events': []}"
Perplexity Ai Whatsapp Chatbot 1.10549452,https://www.mathrubhumi.com/technology/news/perplexity-ai-whatsapp-chatbot-1.10549452,29-04-2025,പെർപ്ലെക്‌സിറ്റി എഐ ചാറ്റ്‌ബോട്ട് ഇനി വാട്‌സാപ്പിലും ലഭിക്കും. പെർപ്ലെക്‌സിറ്റി എഐ സിഇഒ അരവിന്ദ് ശ്രീനിവാസ് ഒരു ലിങ്ക്ഡ്ഇൻ പോസ്റ്റിലാണ് ഇക്കാര്യം അറിയിച്ചത്. വാട്‌സാപ്പ് വഴി പെർപ്ലെക്‌സിറ്റി ഉപയോഗിക്കാൻ ഇഷ്ടമാണോ എന്ന് അരവിന്ദ് ദിവസങ്ങൾക്ക്,Mathrubhumi,Perplexity Ai Whatsapp Chatbot 1.10549452,Perclexty AI Chatbar is also available at Datzapu.Perpplexty AI CEO Aravind Srinivas said this in a Linked Inn Post.For Aravind days if you like to use perplexty via Watsapap,"{'pers': ['Aravind Srinivas', 'Ai Whatsapp'], 'orgs': ['Linked Inn', 'Watsapap', 'DatzapuPerpplexty AI', 'Perclexty AI Cha'], 'events': []}"
Man Shot Dead By Lover Father Uttar Pradesh 1.10549453,https://www.mathrubhumi.com/crime/news/man-shot-dead-by-lover-father-uttar-pradesh-1.10549453,29-04-2025,വെടിയൊച്ചകേട്ട് അയൽക്കാർ ഓടിയെത്തിയപ്പോൾ അനിൽകുമാറിന്റെ വീടിന് സമീപം ചോരയിൽകുളിച്ചനിലയിലാണ് ലവ്കുഷിനെ കണ്ടത്.,Mathrubhumi,Man Shot Dead By Lover Father Uttar Pradesh 1.10549453,"When the neighbors ran rushed to the neighbors, Lavkush saw Lavkush in the leak of the house near Anil Kumar's house.","{'locs': ['Uttar Pradesh, India'], 'pers': ['Anil Kumar', 'Lavkush', 'Lavkus'], 'events': []}"
Congress Deletes Gayab Post Targeting Pm Modi After Outrage 1.10549448,https://www.mathrubhumi.com/news/india/congress-deletes-gayab-post-targeting-pm-modi-after-outrage-1.10549448,29-04-2025,ന്യൂഡൽഹി: പ്രധാനമന്ത്രി നരേന്ദ്രമോദിയെ ലക്ഷ്യംവെച്ച് കോൺഗ്രസ് എക്സ് പ്ലാറ്റ്ഫോമിൽ പങ്കുവെച്ച ചിത്രത്തിനെതിരേ വ്യാപക പ്രതിഷേധം ഉയർന്നതോടെ പോസ്റ്റ് ഡിലീറ്റ് ചെയ്തു. മോദിയുടെ ശരീരത്തിൽ തലയുടെ ഭാഗത്ത് 'ഉത്തരവാദിത്വ സമയത്ത് അദൃശ്യൻ' എന്നെഴുതിച്ചേർത്ത ചിത്രമായിരുന്നു,Mathrubhumi,Congress Deletes Gayab Post Targeting Pm Modi After Outrage 1.10549448,"The post has been deleted with the highest to the Congress Explotform on the Congress Explotform on the Congress Explotform on the Congress Explotform.In the body of Modi's body was a picture written by an invisible to ""responsible""","{'orgs': ['Congress', 'Gayab Post'], 'pers': ['Mo'], 'events': ['politics']}"
Mouni Roy Terrifying Experience Stranger Attempting To Enter Her Hotel Room 1.10549442,https://www.mathrubhumi.com/movies-music/news/mouni-roy-terrifying-experience-stranger-attempting-to-enter-her-hotel-room-1.10549442,29-04-2025,ഹോട്ടൽ മുറിയിലേക്ക് അജ്ഞാതൻ അതിക്രമിച്ചു കടക്കാൻ ശ്രമിച്ച അനുഭവം പങ്കുവെച്ച് ബോളിവുഡ് നടി മൗനി റോയ്. ഷൂട്ടിങ് സെറ്റിൽ വച്ച് ഹോട്ടൽ മുറിയിലേക്ക് ഒരാൾ അതിക്രമിച്ച് കയറാൻ ശ്രമിച്ച സംഭവമാണ് ബോളിവുഡ് ബബിളിന് നൽകിയ അഭിമുഖത്തിൽ മൗനി പങ്കുവെച്ചത്. ദി ഭൂത്,Mathrubhumi,Mouni Roy Terrifying Experience Stranger Attempting To Enter Her Hotel Room 1.10549442,"Bollywood actress Mauni Roy sharpened the experience of trying to transgress in the hotel room.In an interview to the Bollywood Bubil, the incident who was trying to get into the hotel room in the shooting set.The Bhut","{'pers': ['Mouni Roy', 'Mauni Roy'], 'miscs': ['Bollywood'], 'locs': ['Uttar Pradesh, 221005, India'], 'events': []}"
